"left","right","status","reason"
"KB-10","MV-32","orthogonal","different decision"
"KB-10","MV-33","orthogonal","different decision"
"KB-10","MV-34","orthogonal","different decision"
"KB-10","MV-35","orthogonal","different decision"
"KB-10","MV-36","orthogonal","different decision"
"KB-10","MV-37","orthogonal","different decision"
"KB-10","MV-38","orthogonal","different decision"
"KB-10","MV-39","orthogonal","different decision"
"KB-10","MV-40","orthogonal","different decision"
"KB-10","VS-01","orthogonal","different decision"
"KB-10","VS-02","orthogonal","different decision"
"KB-10","VS-03","orthogonal","different decision"
"KB-10","VS-04","orthogonal","different decision"
"KB-10","VS-05","orthogonal","different decision"
"KB-10","VS-06","orthogonal","different decision"
"KB-10","VS-07","orthogonal","different decision"
"KB-10","VS-08","orthogonal","different decision"
"KB-10","VS-09","orthogonal","different decision"
"KB-10","DP-01","orthogonal","different decision"
"KB-10","DP-02","orthogonal","different decision"
"KB-10","DP-03","orthogonal","different decision"
"KB-10","DP-04","orthogonal","different decision"
"KB-10","DP-05","orthogonal","different decision"
"KB-10","DP-06","orthogonal","different decision"
"KB-10","DP-07","orthogonal","different decision"
"KB-10","DP-08","orthogonal","different decision"
"KB-10","DP-09","orthogonal","different decision"
"KB-10","DP-10","orthogonal","different decision"
"KB-10","DP-11","orthogonal","different decision"
"KB-10","DP-13","orthogonal","different decision"
"KB-10","DP-14","orthogonal","different decision"
"KB-10","DP-12","orthogonal","different decision"
"KB-10","JS-01","orthogonal","different decision"
"KB-10","JS-02","orthogonal","different decision"
"KB-10","JS-03","orthogonal","different decision"
"KB-10","JS-04","orthogonal","different decision"
"KB-10","JS-05","orthogonal","different decision"
"KB-10","JS-06","orthogonal","different decision"
"KB-10","JS-07","orthogonal","different decision"
"KB-10","JS-08","orthogonal","different decision"
"KB-10","JS-09","orthogonal","different decision"
"KB-10","JS-10","orthogonal","different decision"
"KB-10","KB-01","orthogonal","different decision"
"KB-10","KB-02","orthogonal","different decision"
"KB-10","KB-03","orthogonal","different decision"
"KB-10","KB-04","orthogonal","different decision"
"KB-10","KB-05","orthogonal","different decision"
"KB-10","KB-06","orthogonal","different decision"
"KB-10","KB-07","orthogonal","different decision"
"KB-10","KB-08","orthogonal","different decision"
"KB-10","KB-09","orthogonal","different decision"
"KB-10","KB-10","self","same rule"
"KB-10","KB-11","orthogonal","different decision"
"KB-10","KB-12","orthogonal","different decision"
"KB-10","KB-13","orthogonal","different decision"
"KB-10","KB-15","orthogonal","different decision"
"KB-10","KB-14","orthogonal","different decision"
"KB-10","SV-01","orthogonal","different decision"
"KB-10","SV-02","orthogonal","different decision"
"KB-10","SV-03","orthogonal","different decision"
"KB-10","SV-04","orthogonal","different decision"
"KB-10","SV-05","orthogonal","different decision"
"KB-10","IM-01","orthogonal","different decision"
"KB-10","IM-02","orthogonal","different decision"
"KB-10","IM-03","orthogonal","different decision"
"KB-10","IM-04","orthogonal","different decision"
"KB-10","IM-05","orthogonal","different decision"
"KB-10","IM-06","orthogonal","different decision"
"KB-10","IM-07","orthogonal","different decision"
"KB-10","IM-08","orthogonal","different decision"
"KB-10","IM-09","orthogonal","different decision"
"KB-10","IM-10","orthogonal","different decision"
"KB-10","IM-11","orthogonal","different decision"
"KB-10","IM-12","orthogonal","different decision"
"KB-10","IM-13","orthogonal","different decision"
"KB-10","IM-14","orthogonal","different decision"
"KB-10","IM-15","orthogonal","different decision"
"KB-10","IM-16","orthogonal","different decision"
"KB-10","IM-17","orthogonal","different decision"
"KB-11","IN-01","orthogonal","different decision"
"KB-11","IN-02","orthogonal","different decision"
"KB-11","IN-03","orthogonal","different decision"
"KB-11","IN-04","orthogonal","different decision"
"KB-11","IN-05","orthogonal","different decision"
"KB-11","SL-01","orthogonal","different decision"
"KB-11","SL-02","orthogonal","different decision"
"KB-11","SL-03","orthogonal","different decision"
"KB-11","SL-04","orthogonal","different decision"
"KB-11","SL-05","orthogonal","different decision"
"KB-11","SL-06","orthogonal","different decision"
"KB-11","SL-07","orthogonal","different decision"
"KB-11","SL-08","orthogonal","different decision"
"KB-11","SL-09","orthogonal","different decision"
"KB-11","SL-10","orthogonal","different decision"
"KB-11","SL-11","orthogonal","different decision"
"KB-11","SL-12","orthogonal","different decision"
"KB-11","SL-13","orthogonal","different decision"
"KB-11","SL-14","orthogonal","different decision"
"KB-11","SL-15","orthogonal","different decision"
"KB-11","SQ-01","orthogonal","different decision"
"KB-11","SQ-02","orthogonal","different decision"
"KB-11","SQ-03","orthogonal","different decision"
"KB-11","SQ-04","orthogonal","different decision"
"KB-11","SQ-05","orthogonal","different decision"
"KB-11","GR-01","orthogonal","different decision"
"KB-11","GR-02","orthogonal","different decision"
"KB-11","GR-18","orthogonal","different decision"
"KB-11","GR-19","orthogonal","different decision"
"KB-11","GR-20","orthogonal","different decision"
"KB-11","GR-03","orthogonal","different decision"
"KB-11","GR-04","orthogonal","different decision"
"KB-11","GR-05","orthogonal","different decision"
"KB-11","GR-06","orthogonal","different decision"
"KB-11","GR-07","orthogonal","different decision"
"KB-11","GR-08","orthogonal","different decision"
"KB-11","GR-09","orthogonal","different decision"
"KB-11","GR-10","orthogonal","different decision"
"KB-11","GR-11","orthogonal","different decision"
"KB-11","GR-12","orthogonal","different decision"
"KB-11","GR-13","orthogonal","different decision"
"KB-11","GR-14","orthogonal","different decision"
"KB-11","GR-15","orthogonal","different decision"
"KB-11","GR-16","orthogonal","different decision"
"KB-11","GR-17","orthogonal","different decision"
"KB-11","PS-01","orthogonal","different decision"
"KB-11","PS-02","orthogonal","different decision"
"KB-11","PS-03","orthogonal","different decision"
"KB-11","PS-04","orthogonal","different decision"
"KB-11","PS-05","orthogonal","different decision"
"KB-11","PS-06","orthogonal","different decision"
"KB-11","PS-07","orthogonal","different decision"
"KB-11","PS-08","orthogonal","different decision"
"KB-11","PS-09","orthogonal","different decision"
"KB-11","PS-10","orthogonal","different decision"
"KB-11","PS-11","orthogonal","different decision"
"KB-11","PS-12","orthogonal","different decision"
"KB-11","PS-13","orthogonal","different decision"
"KB-11","PS-14","orthogonal","different decision"
"KB-11","PS-15","orthogonal","different decision"
"KB-11","BD-01","orthogonal","different decision"
"KB-11","BD-02","orthogonal","different decision"
"KB-11","BD-03","orthogonal","different decision"
"KB-11","BD-04","orthogonal","different decision"
"KB-11","BD-05","orthogonal","different decision"
"KB-11","BD-06","orthogonal","different decision"
"KB-11","BD-07","orthogonal","different decision"
"KB-11","AR-01","orthogonal","different decision"
"KB-11","AR-02","orthogonal","different decision"
"KB-11","AR-03","orthogonal","different decision"
"KB-11","AR-04","orthogonal","different decision"
"KB-11","AR-05","orthogonal","different decision"
"KB-11","AR-06","orthogonal","different decision"
"KB-11","AR-07","orthogonal","different decision"
"KB-11","AR-08","orthogonal","different decision"
"KB-11","AR-09","orthogonal","different decision"
"KB-11","AR-10","orthogonal","different decision"
"KB-11","AR-11","orthogonal","different decision"
"KB-11","AR-12","orthogonal","different decision"
"KB-11","AR-13","orthogonal","different decision"
"KB-11","AR-14","orthogonal","different decision"
"KB-11","AR-15","orthogonal","different decision"
"KB-11","AR-16","orthogonal","different decision"
"KB-11","AR-17","orthogonal","different decision"
"KB-11","MV-01","orthogonal","different decision"
"KB-11","MV-02","orthogonal","different decision"
"KB-11","MV-03","orthogonal","different decision"
"KB-11","MV-04","orthogonal","different decision"
"KB-11","MV-05","orthogonal","different decision"
"KB-11","MV-06","orthogonal","different decision"
"KB-11","MV-07","orthogonal","different decision"
"KB-11","MV-08","orthogonal","different decision"
"KB-11","MV-09","orthogonal","different decision"
"KB-11","MV-10","orthogonal","different decision"
"KB-11","MV-11","orthogonal","different decision"
"KB-11","MV-12","orthogonal","different decision"
"KB-11","MV-13","orthogonal","different decision"
"KB-11","MV-14","orthogonal","different decision"
"KB-11","MV-15","orthogonal","different decision"
"KB-11","MV-16","orthogonal","different decision"
"KB-11","MV-17","orthogonal","different decision"
"KB-11","MV-18","orthogonal","different decision"
"KB-11","MV-19","orthogonal","different decision"
"KB-11","MV-20","orthogonal","different decision"
"KB-11","MV-21","orthogonal","different decision"
"KB-11","MV-22","orthogonal","different decision"
"KB-11","MV-23","orthogonal","different decision"
"KB-11","MV-24","orthogonal","different decision"
"KB-11","MV-25","orthogonal","different decision"
"KB-11","MV-26","orthogonal","different decision"
"KB-11","MV-27","orthogonal","different decision"
"KB-11","MV-28","orthogonal","different decision"
"KB-11","MV-29","orthogonal","different decision"
"KB-11","MV-30","orthogonal","different decision"
"KB-11","MV-31","orthogonal","different decision"
"KB-11","MV-32","orthogonal","different decision"
"KB-11","MV-33","orthogonal","different decision"
"KB-11","MV-34","orthogonal","different decision"
"KB-11","MV-35","orthogonal","different decision"
"KB-11","MV-36","orthogonal","different decision"
"KB-11","MV-37","orthogonal","different decision"
"KB-11","MV-38","orthogonal","different decision"
"KB-11","MV-39","orthogonal","different decision"
"KB-11","MV-40","orthogonal","different decision"
"KB-11","VS-01","orthogonal","different decision"
"KB-11","VS-02","orthogonal","different decision"
"KB-11","VS-03","orthogonal","different decision"
"KB-11","VS-04","orthogonal","different decision"
"KB-11","VS-05","orthogonal","different decision"
"KB-11","VS-06","orthogonal","different decision"
"KB-11","VS-07","orthogonal","different decision"
"KB-11","VS-08","orthogonal","different decision"
"KB-11","VS-09","orthogonal","different decision"
"KB-11","DP-01","orthogonal","different decision"
"KB-11","DP-02","orthogonal","different decision"
"KB-11","DP-03","orthogonal","different decision"
"KB-11","DP-04","orthogonal","different decision"
"KB-11","DP-05","orthogonal","different decision"
"KB-11","DP-06","orthogonal","different decision"
"KB-11","DP-07","orthogonal","different decision"
"KB-11","DP-08","orthogonal","different decision"
"KB-11","DP-09","orthogonal","different decision"
"KB-11","DP-10","orthogonal","different decision"
"KB-11","DP-11","orthogonal","different decision"
"KB-11","DP-13","orthogonal","different decision"
"KB-11","DP-14","orthogonal","different decision"
"KB-11","DP-12","orthogonal","different decision"
"KB-11","JS-01","orthogonal","different decision"
"KB-11","JS-02","orthogonal","different decision"
"KB-11","JS-03","orthogonal","different decision"
"KB-11","JS-04","orthogonal","different decision"
"KB-11","JS-05","orthogonal","different decision"
"KB-11","JS-06","orthogonal","different decision"
"KB-11","JS-07","orthogonal","different decision"
"KB-11","JS-08","orthogonal","different decision"
"KB-11","JS-09","orthogonal","different decision"
"KB-11","JS-10","orthogonal","different decision"
"KB-11","KB-01","orthogonal","different decision"
"KB-11","KB-02","orthogonal","different decision"
"KB-11","KB-03","orthogonal","different decision"
"KB-11","KB-04","orthogonal","different decision"
"KB-11","KB-05","orthogonal","different decision"
"KB-11","KB-06","orthogonal","different decision"
"KB-11","KB-07","orthogonal","different decision"
"KB-11","KB-08","orthogonal","different decision"
"KB-11","KB-09","orthogonal","different decision"
"KB-11","KB-10","orthogonal","different decision"
"KB-11","KB-11","self","same rule"
"KB-11","KB-12","orthogonal","different decision"
"KB-11","KB-13","orthogonal","different decision"
"KB-11","KB-15","orthogonal","different decision"
"KB-11","KB-14","orthogonal","different decision"
"KB-11","SV-01","orthogonal","different decision"
"KB-11","SV-02","orthogonal","different decision"
"KB-11","SV-03","orthogonal","different decision"
"KB-11","SV-04","orthogonal","different decision"
"KB-11","SV-05","orthogonal","different decision"
"KB-11","IM-01","orthogonal","different decision"
"KB-11","IM-02","orthogonal","different decision"
"KB-11","IM-03","orthogonal","different decision"
"KB-11","IM-04","orthogonal","different decision"
"KB-11","IM-05","orthogonal","different decision"
"KB-11","IM-06","orthogonal","different decision"
"KB-11","IM-07","orthogonal","different decision"
"KB-11","IM-08","orthogonal","different decision"
"KB-11","IM-09","orthogonal","different decision"
"KB-11","IM-10","orthogonal","different decision"
"KB-11","IM-11","orthogonal","different decision"
